index	image	Word	uniqueID	display_label	recognizability_answer	recognizability_RT	recognizability_N-ratings	recognizability_N-correct	recognizability_N-most-common	recognizability_most-common-label	recognizability	recognizability_homonyms	recognizability_close	nameability_N-ratings	nameability_alternative-label	nameability_label1	nameability_label1_moreEdit	nameability_label2	nameability_most-frequent-rating	nameability_naming-consistency	nameability	nameability_SE	nameability_SE-naming-consistency	memorability_cr
26110	acorn.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn	5965, 3339, 10949, 19119, 2782, 4683, 4584, 3296, 39309, 4783, 15641, 3249, 3048, 14508,	14	14	14	acorn	1.0	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
52	acorn/acorn_11s.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, acorn, nut, acorn, acorn, acorn, nut, acorn, acorn, acorn	5351, 2697, 33691, 32031, 14999, 4493, 23489, 23873, 3366, 11152 13148, 15303, 23665,	13	11	11	acorn	0.846153846	0.846153846	0.846153846	18.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut, nut	nan	acorn	0.888888889	0.888888889	0.074074074	0.074074074	0.820512821
54	acorn/acorn_13s.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, bead, acorn, acorn, nut, acorn, acorn, acorn, acorn, acorn, mushroom, acorn	9542, 2498, 7093 2195, 26730, 2983 13351, 28107, 15793, 24597, 22737, 5011, 9623, 4929 26167, 3938, 3283, 8938, 3591,	19	16	16	acorn	0.842105263	0.842105263	0.842105263	19.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	grass	acorn	0.947368421	0.947368421	0.051227817	0.051227817	0.775
53	acorn/acorn_12s.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, walnut, acorn, acorn, seed, acorn, walnut, acorn, acorn	5861, 10731, 2815, 2077, 26587, 3047, 3134, 3584, 5061, 7837, 2534, 3081, 283608, 2793, 7050, 12902, 3584,	17	14	14	acorn	0.823529412	0.823529412	0.823529412	16.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn	rock	acorn	1.0	1.0	0.0	0.0	0.87804878
56	acorn/acorn_15n.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, walnut, acorn, nut, acorn, acorn, acorn, shell (fruit/nut), acorn, acorn, acorn, acorn, acorn, acorn	6957 53667, 2994, 6743, 8692, 9065, 6021 25571, 6809, 4999 11645, 22636, 47024, 32557, 3109, 5332, 18958,	17	14	14	acorn	0.823529412	0.823529412	0.823529412	18.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, oak	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, oak	leaves	acorn	0.944444444	0.944444444	0.053990295	0.053990295	0.682926829
46	acorn/acorn_05s.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, acorn, burrito, nut, nut, acorn, acorn, acorn, acorn, acorn, acorn	7324, 3595, 9549, 4332, 7391, 53335, 10080, 46289, 3625, 5158, 29247, 21322, 7100, 3523,	14	11	11	acorn	0.785714286	0.785714286	0.785714286	19.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, fruit	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, fruit	leaves	acorn	0.947368421	0.947368421	0.051227817	0.051227817	0.85
43	acorn/acorn_02n.jpg	acorn	acorn	acorn	acorn, acorn, nut, acorn, chocolate, acorn, acorn, koala, acorn, acorn, acorn, acorn, nut, acorn, acorn, acorn, bomb, acorn, acorn	7192, 14177, 4703, 2323, 6478 15941, 3185, 6858, 5134, 9312, 4771, 19711, 6031, 8131, 9839, 2500, 8153, 3554, 9710,	19	14	14	acorn	0.736842105	0.736842105	0.736842105	17.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, chestnut, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, chestnut, nut	leaves	acorn	0.882352941	0.882352941	0.07814249	0.07814249	0.585365854
44	acorn/acorn_03s.jpg	acorn	acorn	acorn	acorn, acorn, acorn, acorn, acorn, leaf, acorn, acorn, walnut, acorn, salami	3197, 13207, 7786, 6991, 5076, 6744, 23494 6029, 9728, 15603, 19651,	11	8	8	acorn	0.727272727	0.727272727	0.727272727	18.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	leaf	acorn	0.944444444	0.944444444	0.053990295	0.053990295	0.875
51	acorn/acorn_10s.jpg	acorn	acorn	acorn	tree, acorn, acorn, acorn, fruit, acorn, acorn, acorn, acorn, fruit, acorn	19788, 159616, 10956, 4701, 5626, 28361, 7224, 4157, 2927, 40807, 9679,	11	8	8	acorn	0.727272727	0.727272727	0.727272727	19.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, fruit, vegetable	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, fruit, vegetable	green	acorn	0.894736842	0.894736842	0.0704059	0.0704059	0.85
48	acorn/acorn_07s.jpg	acorn	acorn	acorn	acorn, acorn, raccoon, acorn, leaf, fruit, acorn, acorn, acorn, acorn, nut, acorn, acorn	2814, 7871, 8203, 2870, 11634, 6047, 5902, 14053 14628 37214, 6632, 4710, 4136,	13	9	9	acorn	0.692307692	0.692307692	0.692307692	17.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, leaf, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, leaf, nut	leaves	acorn	0.882352941	0.882352941	0.07814249	0.07814249	0.75
47	acorn/acorn_06s.jpg	acorn	acorn	acorn	nut, acorn, acorn, acorn, flower, acorn, fruit, plant, acorn, acorn, acorn, acorn	7717, 2869, 8070, 53409, 151841, 40287, 12160 32373 5126, 18285, 4676, 4885,	12	8	8	acorn	0.666666667	0.666666667	0.666666667	19.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, tree	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, tree	leaves	acorn	0.947368421	0.947368421	0.051227817	0.051227817	0.578947368
45	acorn/acorn_04s.jpg	acorn	acorn	acorn	nut, acorn, acorn, seed, acorn, nut, acorn, nut, acorn, acorn, acorn, acorn	22199, 4463, 2302, 5392, 4445, 5082, 3471, 12891, 69079, 21844, 3665, 3014,	12	8	8	acorn	0.666666667	0.666666667	0.666666667	18.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	table	acorn	0.944444444	0.944444444	0.053990295	0.053990295	0.871794872
57	acorn/acorn_16n.jpg	acorn	acorn	acorn	flower, fruit, acorn, acorn, acorn, acorn, acorn, acorn, buckle, acorn, acorn, acorn, fruit, nut, acorn	6686, 4415, 3772, 4075, 4443, 2392, 4973 17672, 43279, 6833, 13223, 32660, 34166, 7905, 22022,	15	10	10	acorn	0.666666667	0.666666667	0.666666667	17.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, flower, hip, seed	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, flower, hip, seed	leaf	acorn	0.823529412	0.823529412	0.092459441	0.092459441	0.575
55	acorn/acorn_14n.jpg	acorn	acorn	acorn	acorn, acorn, foot, acorn, acorn, acorn, coconut, acorn, acorn, acorn, fruit, acorn, acorn, tackle (fishing accessory), fruit, coconut	2419, 13690, 24300, 4816, 2843, 14223 107392, 3101, 17550, 49772, 6129, 4704, 5881, 3343, 7016, 5126,	16	10	10	acorn	0.625	0.625	0.625	20.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn	leaves	acorn	1.0	1.0	0.0	0.0	0.846153846
42	acorn/acorn_01b.jpg	acorn	acorn	acorn	walnut, acorn, peanut, pinecone, acorn, acorn, acorn, acorn, acorn, acorn, fruit, acorn, nut, nut, acorn	2926, 3441, 13600, 46857, 10442, 578721, 2285, 37963 12949 37318, 7767, 6644, 5609, 4981, 2726,	15	9	9	acorn	0.6	0.6	0.6	18.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut, nut	basket	acorn	0.888888889	0.888888889	0.074074074	0.074074074	0.714285714
49	acorn/acorn_08s.jpg	acorn	acorn	acorn	acorn, walnut, acorn, acorn, fruit, fruit, acorn, acorn, almond, fruit, acorn, acorn	5212, 9527 30375 58038, 8919, 5507, 17649, 27376, 18025 6775, 4183, 8777,	12	7	7	acorn	0.583333333	0.583333333	0.583333333	19.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, thing	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, thing	nan	acorn	0.947368421	0.947368421	0.051227817	0.051227817	0.87804878
50	acorn/acorn_09s.jpg	acorn	acorn	acorn	nut, acorn, acorn, shell (fruit/nut), dandelion, acorn, torpedo, grass, acorn, coconut, acorn, robe, acorn, dandelion, cashew, acorn	6742, 4153 7147, 26757 12487, 4507, 13350 10915 18005 16920, 3719, 29597, 5686, 59638, 8663, 2836,	16	7	7	acorn	0.4375	0.4375	0.4375	19.0	nan	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, acorn, nut	branches	acorn	0.947368421	0.947368421	0.051227817	0.051227817	0.658536585
156	airplane/airplane_08n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane	10917, 4068, 9543, 40916, 12160, 9935, 3275, 26770, 3762, 22498, 7957, 84894, 7780,	13	13	13	airplane	1.0	1.0	1.0	19.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	sky	airplane	0.894736842	0.894736842	0.0704059	0.0704059	0.75
160	airplane/airplane_12n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, flipper (shoe), airplane, airplane, airplane, airplane	7024, 4860, 69091, 20100, 6062, 11951 8859, 4565, 16014, 4856, 3992, 10337, 5278, 27293, 3679, 4910,	16	15	15	airplane	0.9375	0.9375	0.9375	18.0	nan	aircraft, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet	aircraft, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet	sky	airplane	0.888888889	0.888888889	0.074074074	0.074074074	0.846153846
157	airplane/airplane_09n.jpg	airplane	airplane	airplane	airplane, jet, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane	8251, 22058, 14510, 9607 6119, 5033, 9425 2560, 3560, 40583, 6736, 8155, 6891, 3262, 113442, 4691,	16	15	15	airplane	0.9375	0.9375	0.9375	14.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet plane, passenger plane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet plane, passenger plane	sky	airplane	0.785714286	0.785714286	0.109664211	0.109664211	0.829268293
159	airplane/airplane_11n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, airplane	11446, 3865, 3695, 36879, 42943, 4042, 3241, 6855, 16367, 7853 3201, 6860, 7063, 9763, 12891,	15	14	14	airplane	0.933333333	0.933333333	0.933333333	19.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	runway	airplane	0.894736842	0.894736842	0.0704059	0.0704059	0.756097561
26117	airplane.jpg	airplane	airplane	airplane	airplane, jet, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane	50707, 23737, 14397, 7889, 7778, 4259, 3335, 6126, 6699, 4744 4039, 6490, 2953, 2368, 14012,	15	14	14	airplane	0.933333333	0.933333333	0.933333333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
152	airplane/airplane_04n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, airplane, airplane, jet, airplane, airplane, airplane, airplane, airplane	5844, 4635 2895, 5353, 3495 10113, 4811, 14984, 12332 2610, 3694,	11	10	10	airplane	0.909090909	0.909090909	0.909090909	19.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	grass	airplane	0.894736842	0.894736842	0.0704059	0.0704059	0.833333333
154	airplane/airplane_06n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, airplane, airplane, airplane, aircraft carrier, airplane, airplane, airplane, airplane, airplane, airplane, jet, airplane	6136, 4807, 11392, 13684, 27126, 3715, 68215 7691, 6190, 4876, 14059, 7387, 11405, 7470, 2674,	15	13	13	airplane	0.866666667	0.866666667	0.866666667	17.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet	runway	airplane	0.882352941	0.882352941	0.07814249	0.07814249	0.707317073
153	airplane/airplane_05n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, airplane, airplane, airplane, jet, jet, airplane, airplane, airplane, airplane, airplane, wing (airplane), airplane, airplane, airplane, airplane, airplane, airplane	5781, 17804, 29468, 7180, 5903, 13476, 9305, 5204, 4041, 8699, 4804, 26479, 20357, 20355, 28317 45496, 5805, 6593, 5978, 29584,	20	17	17	airplane	0.85	0.85	0.9	19.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane	tarmac	airplane	1.0	1.0	0.0	0.0	0.772727273
158	airplane/airplane_10n.jpg	airplane	airplane	airplane	airplane, airplane, aircraft carrier, airplane, jet, airplane, jet, airplane, airplane, airplane, wing (airplane), airplane, airplane, airplane, airplane, airplane, airplane	3962, 5634, 6046, 4362, 21761, 50890, 36861, 4394, 5205, 4288, 19615, 40351 4144, 6378, 4083, 8220, 2638	17	13	13	airplane	0.764705882	0.764705882	0.823529412	18.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, cloth, glider, jet, jet plane, large jet, private plane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, cloth, glider, jet, jet plane, large jet, private plane	wall	airplane	0.666666667	0.666666667	0.111111111	0.111111111	0.80952381
155	airplane/airplane_07n.jpg	airplane	airplane	airplane	jet, airplane, airplane, jet, airplane, airplane, airplane, airplane, airplane, rocket, airplane, jet, airplane, airplane, airplane	6070 5839, 8114, 7130, 3136, 5038, 3581, 5486, 17742, 23549, 4525, 5645, 22528, 4099, 3084,	15	11	11	airplane	0.733333333	0.733333333	0.733333333	19.0	nan	aircraft, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet	aircraft, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet	sky	airplane	0.894736842	0.894736842	0.0704059	0.0704059	0.820512821
149	airplane/airplane_01b.jpg	airplane	airplane	airplane	helicopter, wing (airplane), airplane, aircraft carrier, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, helicopter	8214, 6913, 3625, 13217, 8243, 17518, 10404, 19334 7609, 9725, 9604, 9162, 42250, 10774,	14	10	10	airplane	0.714285714	0.714285714	0.785714286	15.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, seaplane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, seaplane	nan	airplane	0.933333333	0.933333333	0.064406119	0.064406119	0.720930233
151	airplane/airplane_03n.jpg	airplane	airplane	airplane	honeycomb, engine, airplane, airplane, airplane, airplane, jet, jet, airplane, airplane, airplane, airplane, jet, airplane, jet	12784, 2955, 6330, 9828, 4302, 4655, 13623, 13914, 5217, 10312, 58483, 60204, 27863, 268554, 7639,	15	9	9	airplane	0.6	0.6	0.6	19.0	nan	aircraft, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet, jet, jet plane, private jet	aircraft, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet, jet, jet plane, private jet	sky	airplane	0.684210526	0.684210526	0.106639205	0.106639205	0.8
150	airplane/airplane_02n.jpg	airplane	airplane	airplane	airplane, airplane, airplane, jet, jet, jet, airplane, jet, arrow, airplane, airplane, airplane, jet, airplane, airplane, airplane, jet	12068, 3405, 10499, 81401, 17749 10041, 13002, 3405, 6518, 10514, 12995, 12516, 56650, 5230, 6430, 8033, 10813	17	10	10	airplane	0.588235294	0.588235294	0.588235294	18.0	nan	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet, jet, jet, jet plane	airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, airplane, jet, jet, jet, jet, jet plane	hanger	airplane	0.722222222	0.722222222	0.105571799	0.105571799	0.840909091
437	apple/apple_05s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	4781, 2687, 1845 5822, 3233 4645, 2370, 6321, 2910, 6004, 5151, 4720, 4180, 5546, 3695, 3294, 3033, 3548,	18	18	18	apple	1.0	1.0	1.0	20.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	stems	apple	1.0	1.0	0.0	0.0	0.769230769
442	apple/apple_10s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	2883, 3519, 3714, 6091, 4389, 3990, 4262, 4756, 4861, 5430, 2983, 27506, 4744, 4950, 3186,	15	15	15	apple	1.0	1.0	1.0	19.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	nan	apple	1.0	1.0	0.0	0.0	0.822222222
438	apple/apple_06s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	3656, 9647, 8770, 5840, 4828, 4544, 6262, 4960 5003, 3343, 3577, 3725, 5862, 6842,	14	14	14	apple	1.0	1.0	1.0	16.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	table	apple	1.0	1.0	0.0	0.0	0.880952381
440	apple/apple_08s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	8664, 4040 5175, 4103, 4428, 3637, 3742, 3515, 5236, 5466, 2619, 3319,	12	12	12	apple	1.0	1.0	1.0	20.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	leaves	apple	1.0	1.0	0.0	0.0	0.813953488
26137	apple.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	17323, 4432, 10667, 2649, 21647, 2713, 3221, 5631, 6508, 30689, 6006, 2478,	12	12	12	apple	1.0	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
434	apple/apple_02s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, manhole, apple	4602, 2795, 12899, 7009 4814, 2891, 4259, 4367, 5167 6469, 10449, 8158, 5518, 6452, 3628, 19299, 4260, 4061,	18	17	17	apple	0.944444444	0.944444444	0.944444444	19.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	basket	apple	1.0	1.0	0.0	0.0	0.875
441	apple/apple_09s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, goose, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	12023, 13917, 2100, 10681, 3193, 15196 11317, 6011, 6870, 4603, 3311, 2366, 3842, 5014, 7597 2625, 5350,	17	16	16	apple	0.941176471	0.941176471	0.941176471	17.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	nan	apple	1.0	1.0	0.0	0.0	0.95
444	apple/apple_12s.jpg	apple	apple	apple	apple, apple, apple, apple, apple, apple, apple, apple tree, apple, apple, apple, apple, apple, apple, apple, apple, apple	4257, 3950, 5834, 5752, 3612, 4399, 5054, 5474, 5723, 3399, 3797, 5287, 4527, 4156, 4627, 3386, 3987,	17	16	16	apple	0.941176471	0.941176471	1.0	19.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, well	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, well	tree	apple	0.947368421	0.947368421	0.051227817	0.051227817	0.780487805
433	apple/apple_01b.jpg	apple	apple	apple	apple, fruit, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	13575, 22229, 4670, 5133, 6818, 4234, 9356, 7792, 6293, 5642, 5861, 5731, 5284, 6988, 18421, 2574,	16	15	15	apple	0.9375	0.9375	0.9375	18.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	stem	apple	1.0	1.0	0.0	0.0	0.952380952
439	apple/apple_07s.jpg	apple	apple	apple	apple, apple, fruit, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	3816, 6532, 10677, 3793, 4556, 5976, 3159, 7603, 4711, 3775, 4345, 4739, 7783, 4117, 2383,	15	14	14	apple	0.933333333	0.933333333	0.933333333	17.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, fruit, photo	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, fruit, photo	basket	apple	0.882352941	0.882352941	0.07814249	0.07814249	0.659090909
443	apple/apple_11s.jpg	apple	apple	apple	apple, apple, apple, apple tree, apple, apple, apple, apple tree, apple, apple, apple tree, apple, apple, apple, apple	2975 4114, 3584, 14172, 3904, 5255, 6548, 10940, 2934, 3944, 7279, 5929, 2960 2484, 5357,	15	12	12	apple	0.8	0.8	1.0	20.0	nan	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple, apple	tree	apple	1.0	1.0	0.0	0.0	0.8
